surrogate_id,activation,bin_id,moneyness_idx,maturity_idx,bin_label,n_points,price_mae_mean,price_mae_p95,price_mae_p99,delta_mae_mean,delta_mae_p95,delta_mae_p99
H-4,tanh,8,3,1,itm_short,5000,0.002416470943391323,0.00651769787073136,0.009604105204343806,0.017872894287109375,0.05387634932994847,0.08892506361007693
H-4,tanh,9,4,1,deep_itm_short,5000,0.0013709086894989014,0.003568848967552186,0.0051414325833320776,0.010042257261276244,0.029353404045105003,0.06594041943550112
H-4,tanh,10,0,2,deep_otm_medium_short,5000,0.0015441703610654407,0.0033315880808004296,0.004245265152956109,0.008764831167837227,0.02235823902563539,0.030103855634749835
H-4,tanh,11,1,2,otm_medium_short,5000,0.00117213026896857,0.0029827896177484496,0.004173680841922762,0.013117850124641664,0.03838017862290145,0.06779978819191457
H-4,tanh,12,2,2,atm_medium_short,5000,0.0019270521726291918,0.005082288896664977,0.008516540098935379,0.0228732016076101,0.09534610137343418,0.22086808443069478
H-4,tanh,13,3,2,itm_medium_short,5000,0.001667161026597023,0.004460859298706055,0.00625151425600052,0.011274340522289277,0.029370313882827768,0.06428094387054456
H-4,tanh,14,4,2,deep_itm_medium_short,5000,0.0012150372326374054,0.0031232088804245,0.004330334067344667,0.008157672679424285,0.02311991155147553,0.056904807686805725
H-4,tanh,15,0,3,deep_otm_medium,5000,0.001009534314098815,0.002540611966378493,0.003539968974664589,0.007657792830541534,0.020260398834943776,0.031801219303160926
H-4,tanh,16,1,3,otm_medium,5000,0.0010138108774748367,0.002899147124662705,0.004668356744213048,0.011645352428998751,0.032875727582722905,0.07971919223666223
H-4,tanh,17,2,3,atm_medium,5000,0.0012122553275155951,0.0033010490238666573,0.007225462626665879,0.01328849901186768,0.03442927151918414,0.13877753049135289
H-4,tanh,18,3,3,itm_medium,5000,0.0009625712305307389,0.002383366227149964,0.003576245456933976,0.008286047029495239,0.01992005407810211,0.02831128895282751
