surrogate_id,device,batch_size,n_repetitions,solver_median_s,solver_p25_s,solver_p75_s,surrogate_median_s,surrogate_p25_s,surrogate_p75_s,speedup_median,throughput_surrogate_options_per_s
H-3,cpu,100,10,0.07603070000186563,0.06482165000124951,0.0924868250003783,0.0011594499956117943,0.0011337750001985114,0.001199799997266382,65.5747986455831,86247.79022680844
H-3,cuda,100,10,0.07603070000186563,0.06482165000124951,0.0924868250003783,0.00043525000364752486,0.00040800000351737253,0.00046742499762331136,174.6828245024829,229753.01358292974
H-3,cpu,1000,10,0.2764117999977316,0.27043575000061537,0.2818753749925236,0.0032659999997122213,0.003066250003030291,0.0033310750040982384,84.63312921680563,306184.9357281425
H-3,cuda,1000,10,0.2764117999977316,0.27043575000061537,0.2818753749925236,0.0003758999955607578,0.00036780000300495885,0.00039945000025909394,735.3333420113178,2660282.021307891
H-3,cpu,10000,10,2.3746595500051626,2.3616674750010134,2.386793724996096,0.006736600007570814,0.006646149999141926,0.0070483249983226415,352.50119456943287,1484428.3449754578
H-3,cuda,10000,10,2.3746595500051626,2.3616674750010134,2.386793724996096,0.003966600001149345,0.003923325002688216,0.003989649994764477,598.6637294703503,2521050.7732320987
H-3,cpu,100000,10,51.60086669999873,46.426941874993645,53.16069535000497,0.06894050000119023,0.06842890000189072,0.06991945000117994,748.4840797369886,1450526.1783461615
H-3,cuda,100000,10,51.60086669999873,46.426941874993645,53.16069535000497,0.008020350003789645,0.007850850004615495,0.008132649993058294,6433.742501962774,12468283.797184616
