epoch,validation_price_mae,loss,price_loss,learning_rate
1.0,0.012442640997314453,0.03488633169440031,0.03488633169440031,0.001
2.0,0.0117013162109375,0.01194873391938448,0.01194873391938448,0.001
3.0,0.008525406112670898,0.009484270538239479,0.009484270538239479,0.001
4.0,0.007383371014404297,0.008143090601285695,0.008143090601285695,0.001
5.0,0.006227586061096192,0.007082675333554745,0.007082675333554745,0.001
6.0,0.005773302233886719,0.0059990845644891265,0.0059990845644891265,0.001
7.0,0.004744851448059082,0.005316582012914419,0.005316582012914419,0.001
8.0,0.004403987028503418,0.004740362528699637,0.004740362528699637,0.001
9.0,0.004047623678588868,0.004250275847276449,0.004250275847276449,0.001
10.0,0.006576965830993652,0.006311544608961344,0.006311544608961344,0.001
11.0,0.004835942039489746,0.005853086719208956,0.005853086719208956,0.001
12.0,0.005882080947875977,0.005368754951415062,0.005368754951415062,0.001
13.0,0.0049466547073364255,0.005094099483491182,0.005094099483491182,0.001
14.0,0.004891392398071289,0.004847585838873386,0.004847585838873386,0.001
15.0,0.004523515875244141,0.004676273923301697,0.004676273923301697,0.001
16.0,0.004096021572875977,0.004534737901729345,0.004534737901729345,0.001
17.0,0.005064661669921875,0.004243256975415945,0.004243256975415945,0.001
18.0,0.003140698539733887,0.004236572953570485,0.004236572953570485,0.001
19.0,0.0038285669799804686,0.004101157777868509,0.004101157777868509,0.001
20.0,0.004006273370361328,0.003955898511486053,0.003955898511486053,0.001
21.0,0.004395001318359375,0.003798832917907834,0.003798832917907834,0.001
22.0,0.003981735897827149,0.003743451836978197,0.003743451836978197,0.001
23.0,0.003810994476318359,0.0036654745470249654,0.0036654745470249654,0.001
24.0,0.0034639088180541994,0.0035134109125483036,0.0035134109125483036,0.001
25.0,0.003846303173828125,0.0035711033766657116,0.0035711033766657116,0.001
26.0,0.0032455969520568846,0.0034181568698722123,0.0034181568698722123,0.001
27.0,0.0037643571716308596,0.0033179332215195895,0.0033179332215195895,0.001
28.0,0.0033485857406616213,0.003318740671673417,0.003318740671673417,0.001
29.0,0.002930239712524414,0.003285202771963477,0.003285202771963477,0.001
30.0,0.003643414485168457,0.0032065954576987027,0.0032065954576987027,0.001
31.0,0.002945487326049805,0.0031675212389057875,0.0031675212389057875,0.001
32.0,0.0031449642929077147,0.003080010961691141,0.003080010961691141,0.001
33.0,0.003148082056427002,0.0030369292157667875,0.0030369292157667875,0.001
34.0,0.0032229854286193846,0.0030223420607829094,0.0030223420607829094,0.001
35.0,0.0025229586753845214,0.002920143343129158,0.002920143343129158,0.001
36.0,0.003179298587799072,0.002940950583136082,0.002940950583136082,0.001
37.0,0.0026202996528625487,0.002891772595465183,0.002891772595465183,0.001
38.0,0.0027436698348999025,0.002840748709611893,0.002840748709611893,0.001
39.0,0.0028387425262451174,0.0028498730674421787,0.0028498730674421787,0.001
40.0,0.0028348243103027346,0.002705035392689109,0.002705035392689109,0.001
41.0,0.0031598826080322267,0.002701681270977855,0.002701681270977855,0.001
42.0,0.0029012186576843264,0.00278016759980917,0.00278016759980917,0.001
43.0,0.002889565509033203,0.00270406467494905,0.00270406467494905,0.001
44.0,0.00240140380859375,0.0026478304914665223,0.0026478304914665223,0.001
45.0,0.002296328045654297,0.002624416592014432,0.002624416592014432,0.001
46.0,0.0024100631210327147,0.0026157574178141355,0.0026157574178141355,0.001
47.0,0.002801405473327637,0.0026232720027691125,0.0026232720027691125,0.001
48.0,0.002527287353515625,0.0025333208492314815,0.0025333208492314815,0.001
49.0,0.0026594182022094725,0.0025580500278788807,0.0025580500278788807,0.001
50.0,0.0024540166145324708,0.0025511963566309213,0.0025511963566309213,0.001
51.0,0.002571345304107666,0.00251269936460793,0.00251269936460793,0.001
52.0,0.0021518589912414552,0.002480918967272043,0.002480918967272043,0.001
53.0,0.0022229758987426756,0.00243391684828043,0.00243391684828043,0.001
54.0,0.0024427027809143065,0.002468725397283435,0.002468725397283435,0.001
55.0,0.0025793845672607424,0.0023799981617671252,0.0023799981617671252,0.001
56.0,0.00231662887878418,0.0024214585224348307,0.0024214585224348307,0.001
57.0,0.0023078206008911133,0.002387554261417985,0.002387554261417985,0.001
58.0,0.0013981321269989013,0.0022405137266308067,0.0022405137266308067,0.001
59.0,0.0024876195106506346,0.002427652807198167,0.002427652807198167,0.001
60.0,0.002091036311340332,0.002319355045762658,0.002319355045762658,0.001
61.0,0.0019338790618896485,0.002318334810628891,0.002318334810628891,0.001
62.0,0.0026786109497070314,0.002318167692665458,0.002318167692665458,0.001
63.0,0.0018834330657958984,0.0021974672841483353,0.0021974672841483353,0.001
64.0,0.001957494853210449,0.0023680837815779447,0.0023680837815779447,0.001
65.0,0.001910288380432129,0.0022384504566890003,0.0022384504566890003,0.001
66.0,0.0020555347885131835,0.0022575803185838463,0.0022575803185838463,0.001
67.0,0.0019490039352416991,0.002191791800884008,0.002191791800884008,0.001
68.0,0.0026463616653442383,0.002279158144830465,0.002279158144830465,0.001
69.0,0.0025137382232666016,0.002147207896241248,0.002147207896241248,0.001
70.0,0.002517142109680176,0.0022141958135837316,0.0022141958135837316,0.001
71.0,0.0019639182609558106,0.0022326201749038694,0.0022326201749038694,0.001
72.0,0.002000637773895264,0.0021729786326700447,0.0021729786326700447,0.001
73.0,0.0017640031539916993,0.0021520193290126325,0.0021520193290126325,0.001
74.0,0.0017072076049804688,0.0021611860764288904,0.0021611860764288904,0.001
75.0,0.001817942221069336,0.0021514811004090307,0.0021514811004090307,0.001
76.0,0.002443005891418457,0.002072099393360615,0.002072099393360615,0.001
77.0,0.0021427041122436524,0.0021694607938021423,0.0021694607938021423,0.001
78.0,0.0018323173873901367,0.0021041149196243288,0.0021041149196243288,0.001
79.0,0.002557838317871094,0.002060260721178949,0.002060260721178949,0.001
80.0,0.001776620474243164,0.0021038184495073557,0.0021038184495073557,0.001
81.0,0.0017916099670410156,0.0020733272634691,0.0020733272634691,0.001
82.0,0.0023296747215270997,0.002071071599080563,0.002071071599080563,0.001
83.0,0.002232942957305908,0.002086170250043273,0.002086170250043273,0.001
84.0,0.002264702894592285,0.002050710167273879,0.002050710167273879,0.001
85.0,0.0016067804943084717,0.0019859938521969316,0.0019859938521969316,0.001
86.0,0.0020321047607421874,0.0020337496015292405,0.0020337496015292405,0.001
87.0,0.0019882159934997558,0.0020295903289204837,0.0020295903289204837,0.001
88.0,0.0019546795532226565,0.0020238753675854205,0.0020238753675854205,0.001
89.0,0.0018495580703735352,0.002012561328738928,0.002012561328738928,0.001
90.0,0.0020372752082824705,0.0019927514821994306,0.0019927514821994306,0.001
91.0,0.001914136009979248,0.002003489015235305,0.002003489015235305,0.001
